Date,Socrata Users,Socrata Sessions,Socrata Bounce Rate,Geohub Users,Geohub Sessions,Geohub Bounce Rate,Combined Users
2015-09-15T00:00:00,306,366,6.8306,,,,
2015-09-16T00:00:00,356,442,7.4661,,,,
2015-09-17T00:00:00,359,466,5.5794,,,,
2015-09-18T00:00:00,301,376,6.383,,,,
2015-09-19T00:00:00,92,106,2.8302,,,,
2015-09-20T00:00:00,120,144,6.25,,,,
2015-09-21T00:00:00,317,384,4.1667,,,,
2015-09-22T00:00:00,340,415,5.5422,,,,
2015-09-23T00:00:00,346,430,2.5581,,,,
2015-09-24T00:00:00,338,411,5.3528,,,,
2015-09-25T00:00:00,251,282,4.6099,,,,
2015-09-26T00:00:00,114,124,5.6452,,,,
2015-09-27T00:00:00,148,162,6.1728,,,,
2015-09-28T00:00:00,334,393,5.8524,,,,
2015-09-29T00:00:00,409,493,4.0568,,,,
2015-09-30T00:00:00,312,376,7.9787,,,,
2015-10-01T00:00:00,306,385,5.1948,,,,
2015-10-02T00:00:00,292,382,3.6649,,,,
2015-10-03T00:00:00,118,131,5.3435,,,,
2015-10-04T00:00:00,128,145,5.5172,,,,
2015-10-05T00:00:00,348,434,5.0691,,,,
2015-10-06T00:00:00,358,465,9.6774,,,,
2015-10-07T00:00:00,342,422,8.7678,,,,
2015-10-08T00:00:00,412,520,4.8077,,,,
2015-10-09T00:00:00,303,398,3.5176,,,,
2015-10-10T00:00:00,133,153,6.5359,,,,
2015-10-11T00:00:00,232,254,2.7559,,,,
2015-10-12T00:00:00,471,519,3.6609,,,,
2015-10-13T00:00:00,326,434,4.3779,,,,
2015-10-14T00:00:00,348,479,6.4718,,,,
2015-10-15T00:00:00,338,457,5.0328,,,,
2015-10-16T00:00:00,254,305,6.2295,,,,
2015-10-17T00:00:00,105,115,3.4783,,,,
2015-10-18T00:00:00,126,150,10.6667,,,,
2015-10-19T00:00:00,379,492,4.4715,,,,
2015-10-20T00:00:00,385,473,6.3425,,,,
2015-10-21T00:00:00,294,389,2.8278,,,,
2015-10-22T00:00:00,307,377,5.0398,,,,
2015-10-23T00:00:00,299,382,8.1152,,,,
2015-10-24T00:00:00,115,137,8.0292,,,,
2015-10-25T00:00:00,143,178,11.236,,,,
2015-10-26T00:00:00,346,473,7.1882,,,,
2015-10-27T00:00:00,457,552,8.1522,,,,
2015-10-28T00:00:00,329,420,5,,,,
2015-10-29T00:00:00,380,480,7.0833,,,,
2015-10-30T00:00:00,284,358,11.7318,,,,
2015-10-31T00:00:00,102,117,8.547,,,,
2015-11-01T00:00:00,143,166,13.253,,,,
2015-11-02T00:00:00,400,475,6.7368,,,,
2015-11-03T00:00:00,405,501,8.3832,,,,
2015-11-04T00:00:00,345,439,10.7062,,,,
2015-11-05T00:00:00,382,485,6.3918,,,,
2015-11-06T00:00:00,276,331,7.855,,,,
2015-11-07T00:00:00,116,127,1.5748,,,,
2015-11-08T00:00:00,173,199,6.5327,,,,
2015-11-09T00:00:00,429,513,8.1871,,,,
2015-11-10T00:00:00,400,488,5.123,,,,
2015-11-11T00:00:00,349,385,5.1948,,,,
2015-11-12T00:00:00,361,454,7.2687,,,,
2015-11-13T00:00:00,294,361,6.6482,,,,
2015-11-14T00:00:00,127,149,5.3691,,,,
2015-11-15T00:00:00,133,143,7.6923,,,,
2015-11-16T00:00:00,346,429,7.2261,,,,
2015-11-17T00:00:00,342,411,6.5693,,,,
2015-11-18T00:00:00,322,399,6.7669,,,,
2015-11-19T00:00:00,353,447,4.0268,,,,
2015-11-20T00:00:00,266,356,5.3371,,,,
2015-11-21T00:00:00,95,107,3.7383,,,,
2015-11-22T00:00:00,137,159,7.5472,,,,
2015-11-23T00:00:00,317,406,7.6355,,,,
2015-11-24T00:00:00,348,420,3.5714,,,,
2015-11-25T00:00:00,276,318,7.5472,,,,
2015-11-26T00:00:00,124,137,2.9197,,,,
2015-11-27T00:00:00,148,170,9.4118,,,,
2015-11-28T00:00:00,92,103,4.8544,,,,
2015-11-29T00:00:00,137,156,7.6923,,,,
2015-11-30T00:00:00,304,365,8.7671,,,,
2015-12-01T00:00:00,312,386,5.4404,,,,
2015-12-02T00:00:00,318,385,4.6753,,,,
2015-12-03T00:00:00,324,382,3.9267,,,,
2015-12-04T00:00:00,293,352,6.5341,,,,
2015-12-05T00:00:00,112,127,6.2992,,,,
2015-12-06T00:00:00,117,129,1.5504,,,,
2015-12-07T00:00:00,306,370,5.6757,,,,
2015-12-08T00:00:00,288,349,5.4441,,,,
2015-12-09T00:00:00,312,384,5.7292,,,,
2015-12-10T00:00:00,272,337,4.1543,,,,
2015-12-11T00:00:00,246,282,4.2553,,,,
2015-12-12T00:00:00,102,121,0.8264,,,,
2015-12-13T00:00:00,100,106,6.6038,,,,
2015-12-14T00:00:00,304,359,3.0641,,,,
2015-12-15T00:00:00,311,354,5.6497,,,,
2015-12-16T00:00:00,267,322,6.5217,,,,
2015-12-17T00:00:00,263,311,4.8232,,,,
2015-12-18T00:00:00,216,261,7.6628,,,,
2015-12-19T00:00:00,85,97,9.2784,,,,
2015-12-20T00:00:00,94,107,3.7383,,,,
2015-12-21T00:00:00,290,342,4.386,,,,
2015-12-22T00:00:00,241,275,4.3636,,,,
2015-12-23T00:00:00,221,249,3.2129,,,,
2015-12-24T00:00:00,142,154,1.9481,,,,
2015-12-25T00:00:00,54,60,1.6667,,,,
2015-12-26T00:00:00,53,55,0,,,,
2015-12-27T00:00:00,95,104,2.8846,,,,
2015-12-28T00:00:00,237,256,4.6875,,,,
2015-12-29T00:00:00,202,226,3.0973,,,,
2015-12-30T00:00:00,223,253,1.1858,,,,
2015-12-31T00:00:00,151,172,1.7442,,,,
2016-01-01T00:00:00,68,74,1.3514,,,,
2016-01-02T00:00:00,108,114,1.7544,,,,
2016-01-03T00:00:00,110,135,5.9259,,,,
2016-01-04T00:00:00,301,345,6.9565,,,,
2016-01-05T00:00:00,354,393,5.0891,,,,
2016-01-06T00:00:00,339,375,3.7333,,,,
2016-01-07T00:00:00,321,366,7.1038,,,,
2016-01-08T00:00:00,272,304,7.2368,,,,
2016-01-09T00:00:00,102,120,0.8333,,,,
2016-01-10T00:00:00,133,147,0.6803,,,,
2016-01-11T00:00:00,361,414,4.8309,,,,
2016-01-12T00:00:00,375,446,2.0179,,,,
2016-01-13T00:00:00,349,397,2.5189,,,,
2016-01-14T00:00:00,316,363,4.1322,,,,
2016-01-15T00:00:00,269,296,5.0676,,,,
2016-01-16T00:00:00,113,126,3.9683,,,,
2016-01-17T00:00:00,145,166,2.4096,,,,
2016-01-18T00:00:00,301,331,2.719,,,,
2016-01-19T00:00:00,345,418,3.3493,,,,
2016-01-20T00:00:00,382,440,5,,,,
2016-01-21T00:00:00,369,450,4.8889,,,,
2016-01-22T00:00:00,292,334,3.8922,,,,
2016-01-23T00:00:00,108,121,4.1322,,,,
2016-01-24T00:00:00,147,170,1.1765,,,,
2016-01-25T00:00:00,400,471,5.9448,,,,
2016-01-26T00:00:00,380,423,5.9102,,,,
2016-01-27T00:00:00,330,410,4.878,,,,
2016-01-28T00:00:00,333,386,6.4767,,,,
2016-01-29T00:00:00,345,405,2.963,,,,
2016-01-30T00:00:00,128,140,3.5714,,,,
2016-01-31T00:00:00,156,173,2.8902,,,,
2016-02-01T00:00:00,346,388,4.8969,125,150,49.3333,471
2016-02-02T00:00:00,382,442,3.3937,624,743,46.0296,1006
2016-02-03T00:00:00,334,384,5.2083,449,550,41.4545,783
2016-02-04T00:00:00,361,419,4.2959,320,396,41.6667,681
2016-02-05T00:00:00,399,505,3.5644,221,257,45.5253,620
2016-02-06T00:00:00,130,158,4.4304,80,98,51.0204,210
2016-02-07T00:00:00,115,132,6.8182,69,82,51.2195,184
2016-02-08T00:00:00,321,388,4.8969,265,330,37.8788,586
2016-02-09T00:00:00,358,436,4.1284,258,326,44.1718,616
2016-02-10T00:00:00,348,430,4.8837,343,413,42.1308,691
2016-02-11T00:00:00,344,414,3.3816,568,661,40.6959,912
2016-02-12T00:00:00,277,331,6.0423,213,256,46.4844,490
2016-02-13T00:00:00,107,120,0.8333,37,42,59.5238,144
2016-02-14T00:00:00,125,130,2.3077,81,95,54.7368,206
2016-02-15T00:00:00,270,300,1.6667,125,154,38.961,395
2016-02-16T00:00:00,364,417,2.3981,449,514,43.3852,813
2016-02-17T00:00:00,359,416,3.125,384,444,41.2162,743
2016-02-18T00:00:00,370,428,6.3084,480,550,41.2727,850
2016-02-19T00:00:00,323,376,5.8511,315,374,53.7433,638
2016-02-20T00:00:00,115,127,2.3622,92,113,47.7876,207
2016-02-21T00:00:00,140,151,5.298,85,103,54.3689,225
2016-02-22T00:00:00,412,509,5.1081,185,224,43.3036,597
2016-02-23T00:00:00,354,432,5.5556,184,230,46.5217,538
2016-02-24T00:00:00,348,404,3.7129,190,229,46.2882,538
2016-02-25T00:00:00,393,477,1.8868,168,222,47.2973,561
2016-02-26T00:00:00,363,407,4.4226,123,142,50,486
2016-02-27T00:00:00,116,131,1.5267,37,49,34.6939,153
2016-02-28T00:00:00,152,172,2.3256,49,62,45.1613,201
2016-02-29T00:00:00,466,521,3.4549,147,187,46.5241,613
2016-03-01T00:00:00,380,426,6.338,147,175,45.1429,527
2016-03-02T00:00:00,370,419,4.2959,201,248,43.5484,571
2016-03-03T00:00:00,368,419,5.0119,130,158,46.2025,498
2016-03-04T00:00:00,295,345,5.2174,99,115,39.1304,394
2016-03-05T00:00:00,102,115,1.7391,55,62,38.7097,157
2016-03-06T00:00:00,149,160,2.5,64,80,41.25,213
2016-03-07T00:00:00,374,418,4.3062,115,156,46.7949,489
2016-03-08T00:00:00,429,489,4.2945,135,165,39.3939,564
2016-03-09T00:00:00,398,468,4.7009,156,206,55.8252,554
2016-03-10T00:00:00,394,451,3.1042,231,292,44.5205,625
2016-03-11T00:00:00,315,358,3.0726,159,191,44.5026,474
2016-03-12T00:00:00,109,125,2.4,34,40,32.5,143
2016-03-13T00:00:00,131,143,2.0979,41,51,41.1765,172
2016-03-14T00:00:00,396,445,3.1461,140,181,45.8564,536
2016-03-15T00:00:00,362,410,4.6341,156,191,49.2147,518
2016-03-16T00:00:00,347,399,3.0075,161,206,41.2621,508
2016-03-17T00:00:00,357,407,2.457,163,206,50,520
2016-03-18T00:00:00,260,288,4.1667,107,126,40.4762,367
2016-03-19T00:00:00,113,118,2.5424,29,34,55.8824,142
2016-03-20T00:00:00,159,174,1.7241,62,74,64.8649,221
2016-03-21T00:00:00,351,375,4,152,183,40.9836,503
2016-03-22T00:00:00,393,430,5.5814,130,181,40.3315,523
2016-03-23T00:00:00,366,426,3.0516,112,135,48.1481,478
2016-03-24T00:00:00,400,451,2.8825,95,119,40.3361,495
2016-03-25T00:00:00,345,366,3.0055,71,81,38.2716,416
2016-03-26T00:00:00,128,140,2.1429,15,18,44.4444,143
2016-03-27T00:00:00,211,225,1.7778,20,22,63.6364,231
2016-03-28T00:00:00,468,509,2.3576,129,146,39.0411,597
2016-03-29T00:00:00,383,426,2.8169,200,234,32.4786,583
2016-03-30T00:00:00,386,423,3.7825,214,254,29.5276,600
2016-03-31T00:00:00,411,467,3.4261,198,237,38.8186,609
2016-04-01T00:00:00,318,365,4.9315,136,161,40.3727,454
2016-04-02T00:00:00,109,117,1.7094,41,50,40,150
2016-04-03T00:00:00,127,144,2.7778,63,70,45.7143,190
2016-04-04T00:00:00,392,444,2.9279,172,206,40.2913,564
2016-04-05T00:00:00,400,457,4.3764,158,195,44.6154,558
2016-04-06T00:00:00,429,491,5.2953,150,184,42.9348,579
2016-04-07T00:00:00,387,456,4.8246,163,194,42.7835,550
2016-04-08T00:00:00,292,324,2.4691,161,191,43.9791,453
2016-04-09T00:00:00,133,152,1.9737,59,68,48.5294,192
2016-04-10T00:00:00,193,214,4.6729,141,164,53.0488,334
2016-04-11T00:00:00,396,439,4.328,229,265,47.5472,625
2016-04-12T00:00:00,384,430,4.4186,158,198,44.4444,542
2016-04-13T00:00:00,419,484,4.9587,143,183,45.3552,562
2016-04-14T00:00:00,417,471,2.7601,177,217,37.788,594
2016-04-15T00:00:00,391,464,2.5862,130,164,51.2195,521
2016-04-16T00:00:00,133,150,2.6667,40,52,40.3846,173
2016-04-17T00:00:00,156,173,4.6243,69,81,44.4444,225
2016-04-18T00:00:00,427,503,4.5726,140,181,35.3591,567
2016-04-19T00:00:00,418,510,4.5098,150,183,46.4481,568
2016-04-20T00:00:00,393,442,4.5249,166,198,46.9697,559
2016-04-21T00:00:00,412,489,2.045,132,159,44.6541,544
2016-04-22T00:00:00,300,338,3.2544,121,146,41.7808,421
2016-04-23T00:00:00,138,155,3.2258,27,28,46.4286,165
2016-04-24T00:00:00,182,208,5.7692,33,38,44.7368,215
2016-04-25T00:00:00,373,452,3.9823,124,147,37.415,497
2016-04-26T00:00:00,373,430,3.7209,121,147,50.3401,494
2016-04-27T00:00:00,388,432,4.3981,168,199,46.2312,556
2016-04-28T00:00:00,415,477,4.4025,171,214,43.4579,586
2016-04-29T00:00:00,356,419,6.4439,121,141,44.6809,477
2016-04-30T00:00:00,145,156,5.1282,38,41,46.3415,183
2016-05-01T00:00:00,165,189,2.6455,52,64,32.8125,217
2016-05-02T00:00:00,410,476,2.9412,124,156,39.1026,534
2016-05-03T00:00:00,371,440,3.4091,127,164,35.3659,498
2016-05-04T00:00:00,318,382,4.712,132,156,41.0256,450
2016-05-05T00:00:00,319,362,3.3149,112,146,47.9452,431
2016-05-06T00:00:00,299,328,4.2683,108,127,43.3071,407
2016-05-07T00:00:00,121,139,3.5971,29,30,50,150
2016-05-08T00:00:00,121,129,3.876,45,63,52.381,166
2016-05-09T00:00:00,325,383,2.3499,126,155,50.9677,451
2016-05-10T00:00:00,321,370,3.2432,112,131,48.0916,433
2016-05-11T00:00:00,292,339,3.2448,118,149,38.9262,410
2016-05-12T00:00:00,330,370,4.8649,126,148,36.4865,456
2016-05-13T00:00:00,277,324,4.321,75,86,47.6744,352
2016-05-14T00:00:00,93,114,7.0175,23,29,51.7241,116
2016-05-15T00:00:00,131,149,7.3826,28,29,55.1724,159
2016-05-16T00:00:00,312,342,3.2164,103,117,44.4444,415
2016-05-17T00:00:00,358,397,7.0529,126,149,46.9799,484
2016-05-18T00:00:00,359,401,3.4913,145,181,38.674,504
2016-05-19T00:00:00,310,342,4.6784,144,174,46.5517,454
2016-05-20T00:00:00,282,319,3.4483,101,122,40.9836,383
2016-05-21T00:00:00,105,119,3.3613,31,35,40,136
2016-05-22T00:00:00,170,198,5.5556,33,49,38.7755,203
2016-05-23T00:00:00,344,406,3.9409,115,139,41.7266,459
2016-05-24T00:00:00,392,461,4.1215,100,128,54.6875,492
2016-05-25T00:00:00,386,434,2.765,131,152,38.1579,517
2016-05-26T00:00:00,366,411,2.9197,117,136,42.6471,483
2016-05-27T00:00:00,296,346,3.4682,78,88,50,374
2016-05-28T00:00:00,106,119,1.6807,21,24,41.6667,127
2016-05-29T00:00:00,162,181,3.8674,28,36,44.4444,190
2016-05-30T00:00:00,201,212,0.9434,43,57,45.614,244
2016-05-31T00:00:00,377,427,3.5129,109,134,42.5373,486
2016-06-01T00:00:00,335,372,1.8817,132,154,47.4026,467
2016-06-02T00:00:00,313,357,5.042,121,146,43.8356,434
2016-06-03T00:00:00,280,311,2.8939,130,149,46.3087,410
2016-06-04T00:00:00,118,136,2.9412,54,72,30.5556,172
2016-06-05T00:00:00,103,127,7.0866,32,43,51.1628,135
2016-06-06T00:00:00,345,384,3.9062,108,137,42.3358,453
2016-06-07T00:00:00,375,435,4.3678,119,159,42.1384,494
2016-06-08T00:00:00,333,379,4.2216,143,186,47.8495,476
2016-06-09T00:00:00,333,379,3.6939,145,184,46.7391,478
2016-06-10T00:00:00,270,294,2.381,88,104,46.1538,358
2016-06-11T00:00:00,116,125,0.8,33,43,39.5349,149
2016-06-12T00:00:00,90,100,5,20,21,42.8571,110
2016-06-13T00:00:00,382,426,5.3991,123,154,47.4026,505
2016-06-14T00:00:00,358,396,5.0505,132,185,45.9459,490
2016-06-15T00:00:00,330,373,2.9491,119,149,46.3087,449
2016-06-16T00:00:00,329,361,2.4931,118,143,48.2517,447
2016-06-17T00:00:00,361,405,3.4568,105,131,45.8015,466
2016-06-18T00:00:00,171,188,3.7234,22,27,59.2593,193
2016-06-19T00:00:00,140,151,5.298,25,28,60.7143,165
2016-06-20T00:00:00,364,407,1.9656,128,171,36.8421,492
2016-06-21T00:00:00,369,415,4.3373,142,176,47.7273,511
2016-06-22T00:00:00,326,377,3.7135,124,146,50,450
2016-06-23T00:00:00,344,377,0,122,144,41.6667,466
2016-06-24T00:00:00,229,263,0,100,122,44.2623,329
2016-06-25T00:00:00,108,115,0.8696,45,54,44.4444,153
2016-06-26T00:00:00,136,148,0,44,54,51.8519,180
2016-06-27T00:00:00,373,410,0,600,704,54.4034,973
2016-06-28T00:00:00,353,399,0,270,334,47.9042,623
2016-06-29T00:00:00,360,409,0,224,280,42.5,584
2016-06-30T00:00:00,328,371,0.8086,173,207,52.657,501
2016-07-01T00:00:00,233,264,0,128,160,44.375,361
2016-07-02T00:00:00,100,105,0,43,49,53.0612,143
2016-07-03T00:00:00,127,137,0,56,60,40,183
2016-07-04T00:00:00,148,164,0.6098,81,91,42.8571,229
2016-07-05T00:00:00,344,385,0.2597,193,227,37.8855,537
2016-07-06T00:00:00,351,381,0,206,232,43.9655,557
2016-07-07T00:00:00,326,364,0,183,208,40.3846,509
2016-07-08T00:00:00,259,288,0,140,159,41.5094,399
2016-07-09T00:00:00,90,93,1.0753,38,46,45.6522,128
2016-07-10T00:00:00,109,123,0,45,52,57.6923,154
2016-07-11T00:00:00,347,394,0,196,221,36.6516,543
2016-07-12T00:00:00,334,374,0,186,237,47.6793,520
2016-07-13T00:00:00,280,319,0,171,212,48.1132,451
2016-07-14T00:00:00,310,358,0,183,210,39.5238,493
2016-07-15T00:00:00,292,326,0,118,139,43.8849,410
2016-07-16T00:00:00,97,110,0,31,33,39.3939,128
2016-07-17T00:00:00,109,119,0,42,52,40.3846,151
2016-07-18T00:00:00,333,394,0.2538,152,185,49.7297,485
2016-07-19T00:00:00,318,348,0,143,162,41.9753,461
2016-07-20T00:00:00,314,382,0.2618,160,200,46.5,474
2016-07-21T00:00:00,303,334,0,159,204,40.1961,462
2016-07-22T00:00:00,242,301,0.3322,131,158,36.7089,373
2016-07-23T00:00:00,101,119,0,31,44,38.6364,132
2016-07-24T00:00:00,116,131,0,56,65,30.7692,172
2016-07-25T00:00:00,318,371,0,151,167,45.509,469
2016-07-26T00:00:00,346,373,0,162,197,52.7919,508
2016-07-27T00:00:00,310,348,0,151,183,41.5301,461
2016-07-28T00:00:00,315,346,0,182,234,38.0342,497
2016-07-29T00:00:00,248,278,0,96,116,54.3103,344
2016-07-30T00:00:00,113,118,0,24,25,32,137
2016-07-31T00:00:00,104,124,0,45,53,41.5094,149
2016-08-01T00:00:00,329,383,0,124,175,41.7143,453
2016-08-02T00:00:00,302,354,0,167,208,44.2308,469
2016-08-03T00:00:00,314,353,0,151,194,50,465
2016-08-04T00:00:00,323,380,0.2632,118,142,45.7746,441
2016-08-05T00:00:00,241,281,0.3559,83,93,49.4624,324
2016-08-06T00:00:00,78,86,0,25,28,39.2857,103
2016-08-07T00:00:00,89,95,0,40,43,48.8372,129
2016-08-08T00:00:00,300,325,0,109,129,31.7829,409
2016-08-09T00:00:00,307,339,0,140,175,43.4286,447
2016-08-10T00:00:00,436,484,0.4132,178,210,43.8095,614
2016-08-11T00:00:00,341,375,0,152,183,41.5301,493
2016-08-12T00:00:00,282,308,0,113,131,48.0916,395
2016-08-13T00:00:00,97,108,0,26,26,57.6923,123
2016-08-14T00:00:00,116,126,0,30,37,45.9459,146
2016-08-15T00:00:00,303,338,0.2959,121,153,37.9085,424
2016-08-16T00:00:00,345,404,0.2475,136,162,43.8272,481
2016-08-17T00:00:00,299,327,0,144,174,41.954,443
2016-08-18T00:00:00,310,350,0,169,207,50.2415,479
2016-08-19T00:00:00,221,260,0,100,117,46.1538,321
2016-08-20T00:00:00,97,108,0,24,26,53.8462,121
2016-08-21T00:00:00,126,140,0,40,52,50,166
2016-08-22T00:00:00,286,311,0,124,157,43.3121,410
2016-08-23T00:00:00,410,454,0.2203,162,189,40.2116,572
2016-08-24T00:00:00,366,418,0,162,199,42.7136,528
2016-08-25T00:00:00,300,331,0,151,199,38.6935,451
2016-08-26T00:00:00,278,299,0.3344,83,95,40,361
2016-08-27T00:00:00,444,450,0,20,24,37.5,464
2016-08-28T00:00:00,463,484,0,37,49,53.0612,500
2016-08-29T00:00:00,449,481,0,127,157,40.7643,576
2016-08-30T00:00:00,380,416,0,150,172,45.9302,530
2016-08-31T00:00:00,386,430,0,100,118,50,486
2016-09-01T00:00:00,314,358,0,128,155,48.3871,442
2016-09-02T00:00:00,255,305,0,101,116,51.7241,356
2016-09-03T00:00:00,119,133,0,27,32,40.625,146
2016-09-04T00:00:00,147,166,0,36,38,50,183
2016-09-05T00:00:00,147,166,0,51,66,51.5152,198
2016-09-06T00:00:00,352,401,0,114,134,41.791,466
2016-09-07T00:00:00,337,387,0,170,208,45.6731,507
2016-09-08T00:00:00,383,451,0,125,146,52.0548,508
2016-09-09T00:00:00,288,323,0,114,141,45.3901,402
2016-09-10T00:00:00,132,143,0,29,33,36.3636,161
2016-09-11T00:00:00,164,176,0,47,55,50.9091,211
2016-09-12T00:00:00,368,417,0,121,138,42.7536,489
2016-09-13T00:00:00,350,411,0,156,187,43.3155,506
2016-09-14T00:00:00,344,396,0,135,171,46.1988,479
2016-09-15T00:00:00,371,404,0,162,194,43.8144,533
2016-09-16T00:00:00,281,319,0.3135,85,101,48.5149,366
2016-09-17T00:00:00,96,108,0,28,30,73.3333,124
2016-09-18T00:00:00,132,144,0,46,52,48.0769,178
2016-09-19T00:00:00,389,449,0,154,190,53.1579,543
2016-09-20T00:00:00,386,450,0,145,185,38.3784,531
2016-09-21T00:00:00,359,391,0,194,239,51.4644,553
2016-09-22T00:00:00,371,412,0,149,180,42.2222,520
2016-09-23T00:00:00,272,299,0,108,127,55.9055,380
2016-09-24T00:00:00,112,124,0,43,52,42.3077,155
2016-09-25T00:00:00,141,149,0,59,71,43.662,200
2016-09-26T00:00:00,314,371,0,168,206,51.4563,482
2016-09-27T00:00:00,371,417,0.2398,164,185,45.4054,535
2016-09-28T00:00:00,365,405,0,157,195,47.1795,522
2016-09-29T00:00:00,372,411,0.2433,190,232,43.5345,562
2016-09-30T00:00:00,272,302,0.3311,110,117,52.9915,382
2016-10-01T00:00:00,138,153,0,38,43,39.5349,176
2016-10-02T00:00:00,104,112,0,46,51,29.4118,150
2016-10-03T00:00:00,342,371,0,146,178,47.191,488
2016-10-04T00:00:00,428,482,0,197,242,38.843,625
2016-10-05T00:00:00,366,423,0,224,254,47.6378,590
2016-10-06T00:00:00,307,347,0,191,228,48.6842,498
2016-10-07T00:00:00,284,338,0,148,173,41.6185,432
2016-10-08T00:00:00,126,144,0,31,31,54.8387,157
2016-10-09T00:00:00,149,167,0,46,53,43.3962,195
2016-10-10T00:00:00,353,389,0,118,140,47.1429,471
2016-10-11T00:00:00,352,407,0,165,191,47.644,517
2016-10-12T00:00:00,375,429,0.2331,174,203,45.3202,549
2016-10-13T00:00:00,354,410,0,159,190,44.7368,513
2016-10-14T00:00:00,254,302,0,113,131,48.855,367
2016-10-15T00:00:00,117,131,0,35,36,52.7778,152
2016-10-16T00:00:00,119,137,0,37,41,65.8537,156
2016-10-17T00:00:00,365,426,0.2347,134,152,44.0789,499
